"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 13 12:49:52 GMT 2023","Tue Jun 13 12:49:52 GMT 2023","508","tests","api_test","LoginAndRegistrationTests","","","Unsuccessful Login","Test unsuccessful login with valid email and incorrect password"
"passed","Tue Jun 13 12:49:50 GMT 2023","Tue Jun 13 12:49:50 GMT 2023","524","tests","api_test","LoginAndRegistrationTests","","","Unsuccessful Login","Test unsuccessful login with empty password and valid email"
"passed","Tue Jun 13 12:49:53 GMT 2023","Tue Jun 13 12:49:53 GMT 2023","520","tests","api_test","LoginAndRegistrationTests","","","Unsucsessfull Registration","Test registering user with password that is shorter than 6 characters"
"passed","Tue Jun 13 12:49:49 GMT 2023","Tue Jun 13 12:49:50 GMT 2023","528","tests","api_test","LoginAndRegistrationTests","","","Unsuccessful Login","Test unsuccessful login with empty credentials"
"passed","Tue Jun 13 12:49:51 GMT 2023","Tue Jun 13 12:49:51 GMT 2023","493","tests","api_test","LoginAndRegistrationTests","","","Unsuccessful Login","Test unsuccessful login with incorrect credentials"
"passed","Tue Jun 13 12:49:48 GMT 2023","Tue Jun 13 12:49:49 GMT 2023","537","tests","api_test","LoginAndRegistrationTests","","","Successful Login","Test successful login with valid email and password"
"passed","Tue Jun 13 12:49:54 GMT 2023","Tue Jun 13 12:49:55 GMT 2023","483","tests","api_test","GetTouristEndpointTests","","","Unsuccessfully retrieve a tourist with wrong id","Test unsuccessfully retrieves tourist by wrong id"
"passed","Tue Jun 13 12:49:52 GMT 2023","Tue Jun 13 12:49:53 GMT 2023","513","tests","api_test","LoginAndRegistrationTests","","","Unsucsessfull Registration","Test re-registering already registered user"
"failed","Tue Jun 13 12:49:53 GMT 2023","Tue Jun 13 12:49:54 GMT 2023","508","tests","api_test","GetTouristEndpointTests","","","Successfully create and retrieve a specific tourist","Test successfully creates a tourist and retrieves created tourist by id"
"passed","Tue Jun 13 12:49:54 GMT 2023","Tue Jun 13 12:49:54 GMT 2023","508","tests","api_test","GetTouristEndpointTests","","","Unsuccessfully retrieve a tourist with invalid id","Test unsuccessfully retrieves a tourist with an invalid alphanumeric id"
"passed","Tue Jun 13 12:49:51 GMT 2023","Tue Jun 13 12:49:52 GMT 2023","535","tests","api_test","LoginAndRegistrationTests","","","Unsuccessful Login","Test unsuccessful login with invalid email"
"failed","Tue Jun 13 12:49:49 GMT 2023","Tue Jun 13 12:49:49 GMT 2023","510","tests","api_test","LoginAndRegistrationTests","","","Successful Registration","Test successful registration of a user"
"passed","Tue Jun 13 12:49:50 GMT 2023","Tue Jun 13 12:49:51 GMT 2023","509","tests","api_test","LoginAndRegistrationTests","","","Unsuccessful Login","Test unsuccessful login with empty email"
